Title,Ingredients,Steps
Tempe Goreng Telur,"1 papan tempe uk kecil--1 butir telur--2 sdm tepung terigu--Secukupnya bawang putih bubuk--Secukupnya garam, kaldu bubuk, merica--","Potong2 tempe memanjang spt stick, lalu kukus -+ 10 mnt, sisihkan--Campurkan bawang, garam, kaldu bubuk, merica aduk rata, tambahkan telur aduk rata, terakhir tambahkan terigu aduk biarkan bergerindil--Panaskan minyak, gulingkan satu persatu tempe di adonan telur, lalu masak sampai kecoklatan, tiriskan, sajikan hangat--"
Oseng tempe buncis,"2 potong kecil tempe (dpotong dadu lalu goreng)--1 genggam buncis (potong2)--1 saset saos tiram--Kecap manis, masako ayam, air, secukupny--Minyak goreng untuk mnumis--2 lmbar daun salam--2 cm lengkuas--Bumbu iris :--1 bh bwang bombai--2 siung bwang ptih--5 siung bwang mrah--1 bh tomat--1 btng daun bwang--","Tumis bumbu iris, daun salam, lengkuas smp harum lalu masukan buncis smp agak layu masukan tempe, saos tiram,kecap manis, masako ayam, bwang bombai & air scukupny lalu cek rasa jika sdh pas matikan api dan sajikan.--"
Tumis pedas manis tempe buncis,1/2 papan tempe--secukupnya Buncis--2 siung bawang merah--1 siung bawang putih--sesuai selera Bakso--2 butir kemiri--5 bh rawit merah--2 bh cabai keriting merah--Kecap--Garam--secukupnya Air--,"Haluskan kemiri, baput, bamer dan cabai--Potong dadu tempe goreng setengah matang, lalu tiriskan.--Bersihkan buncis lalu potong2 sepanjang batang korek.--Tumis, bumbu hingga harum masukan buncis dan tempe--Tambah air sedikit, aduk2 tambahkan kecap dan garam. Masak hingga buncis matang--Siap di sajikan--"
Stik Tempe Racik,2 papan tempe--1 butir telur--Tepung panir--2 sdt bumbu racik tempe--,"Potong tempe seperti stik--Larutkan bumbu racik tempe dengan sedikit air--Celupkan tempe yg sudah dipotong--Ambil tempe gulingkan ke tepung panir, lalu celupkan ke dalam telur & celupkan kembali ke tepung panir--Lakukan sampai habis & goreng sampai kecoklatan--"
Oseng teri tempe rawit,1 ons teri nasi (cuci pakai air hangat sebentar saja di saring)--Tempe secukupnya di potong kecil tipis sesuai selera--Bahan iris :--5 siung bawang merah--3 siung bawang putih--10 cabe rawit merah--15 cabe rawit hijau(saya utuh ga di iris ya)--2 lbr daun salam--secukupnya Garam dan kaldu bubuk--2 sdm minyak untuk menumis--,"Goreng tempe jangan terlalu kering ya, sisihkan--Panaskan minyak, tumis bawang merah sampai harum--Tambahkan bawang putih + daun salam aduk + cabe rawit merah + cabe rawit hijau aduk sampai agak setengah kering ya moms--Masukkan teri aduk terus + tempe+ garam dan kaldu bubuk, tes rasa--Angkat sajikan...bisa abis 2 piring dgn lauk ini maklum paling doyang hihihi😋😋😍--"
Kering tempe manis,1 papan tempe iris2 kecil--5 siung bawang merah iris tipis--6 siung bawang putih iris tipis--5 buah cabe merah potong serong tipis--3 cm lengkuas geprek--2 cm jahe iris tipis--50 gram gula merah sisir halus--1 /2 SDM gula pasir--1 SDT garam--Penyedap rasa (optional)--Daun salam--1 mata asem jawa--Minyak goreng--,"Goreng tempe yg sudah di iris kecil2 sampai kering. Sisihkan--Goreng bawang merah, bawang putih dan cabe merah sampai bawang kering. Sisihkan--Masukan sedikit minyak goreng ke dlm kuali dan tumis lengkuas dan jahe sampai harum.--Masukan 50 ml air, gula merah sisir, dan asem. Biarkan sampai mendidih dan berambut/kental.--Masukkan bawang merah, bawang putih dan cabe merah yg sudah di goreng.--Masukkan garam dan penyedap rasa,--Terakhir masukkan tempe goreng, aduk cepat dan kecilkan api.--Setelah tercampur rata, angkat dan siap dihidangkan.--"
Tempe tepung kress,1/2 papan tempe--1 bh daun bawang diiris--5 sendok tepung terigu--1 sendok tepung kanji--bumbu halus :--3 siung daun putih--1 bh kemiri--secukupnya kunyit bubuk--secukupnya garam--secukupnya air--secukupnya minyak goreng--,"Potong tempe sesuai selera jangan terlalu tipis dan jangan terlalu tebal.--Siapkan bumbu halus untuk campuran adonannya.--Campur tepung terigu, tepung sagu, daun bawang yang sudah diiris kemudian masukkan bumbu halus. adul rata dan sesekali beri air secukupnya. jangan terlalu encer atau terlalu kental. cek rasa.--Panaskan minyak diwajan. laburi tempe dengan adonan tepung kemudian masukkan pada wajan yang telah panas. usahakan jangan terlalu sering membolak balikkan tempe.--"
Orek Tempe Basah,1 papan Tempe--Minyak goreng--1/2 bawang bombai--secukupnya Kecap manis--secukupnya Gula--secukupnya Garam / penyedap--Bumbu halus:--5 butir bawang putih--2 butir bawang merah--1/4 ketumbar--2 butir kemiri--Cabai keriting dan cabe rawit--1/2 buah tomat--,"Haluskan bumbu, kemudian tumis hingga matang diatas wajan sampai harum, tambahkan sedikit air. Masukkan garam, kecap, gula secukupnya. Test rasa--Masukkan tempe yang sudah digoreng (setengah matang) dan bawang bombai yang sebelumnya sudah ditumis.--Aduk hingga tercampur rata, dan masak sampai semua bumbu meresap. Tambahkan taburan cabai keriting diatas tempe orek.--Tabur bawang goreng diatasnya. Sajikan dan selamat mencoba😊--"
Tempe Tepung Simple,1 papan tempe--6 sdm tepung terigu--Minyak goreng--Secukupnya air--bumbu halus :--5 siung bawang putih--1/2 ruas kunyit--Secukupnya garam--,Potong tempe tipis tipis--Haluskan bumbu dan masukkan ke tepungnya--Tambahkan air aduk tepung dan bumbu sampai rata. Jangan terlalu encer. Mending agak kentel--Cicipi asinnya. Kalo kurang asin tambahin garam. Soalnya kadang meskipun dcicipi uda asin tapi pas tepung mateng jadi ga seberapa asin--Masukkan tempenya lumuri tepung sampai rata. Lalu goreng sampai matang. Nyammm😋😋 dicocol sambel kecap lebih enak 😋😋--
Bakso Ayam Udang Keto,"400 gr ayam giling--250 gr udang kupas--3 telur ayam utuh kocok--30 ml minyak goreng--1/2 sdt baking powder--secukupnya garam, lada--2 sdm bawang goreng haluskan--secukupnya Bawang merah & putih--1/2 sdt minyak wijen--Karageenan secukupnya (pengenyal)--Es batu 8 keping kotak--","Campur semua bahan dalam food processor, kecuali daun bawang dan minyak goreng.--Tuang dalam baskom lalu taburi daun bawang dan minyak goreng, uleni rata (gunakan sarung tangan). Lalu simpan 2 jam dlm kulkas.--Panaskan minyak di wajan dgn api sedang. Bulatkan adonan dengan menggunakan dua sendok. Lalu goreng sampai matang. Adonan akan mengembang saat di wajan, tapi kembali kempes stelah diangkat.--"
Bakwan Udang Sederhana,1/2 kg Tepung terigu (sudah di ayak)--1/2 Udang segar--1 btr Telur--4 siung bawang putih--1 sdm garam--1/2 sdm picin--1/2 bks penyedap rasa--1/2 sdm Merica bubuk--1/2 Ltr Air putih es--Minyak Makan--Daun Bawang (cincang)--Wortel (potong potong kecil)--,"Haluskan bawang putih, garam, picin dan merica bubuk--Masukan bumbu yang dihalus kan ke dalam udang, masukkan tepung terigu dan air secukup nya (jangan terlalu kental)--Pecahkan telur kedalam adonan, masukan potongan wortel dan daun bawang aduk hingga merata--Panas kan minyak goreng, masuk kan adonan sedikit demi sedikit--Setelah matang tiris kan, nikmati dengan saus tomat. Yummy--"
Udang saus asam manis,1 Kg Udang mutiara--7 siung bawang merah--4 siung bawang putih--4 buah cabai merah--3 ruas jahe--3 ruas lengkuas--5 sdm saus cabai--10 sdm saus tomat--2 sdm saus tiram--5 sdm minyak sayur--1 sdt lada bubuk--1 1/2 sdt Garam (secukupnya)--100 ml air--,"Iris bawang merah, bawang putih, jahe, lengkuas, dan cabai merah--Masukan minyak dan bahan yang telah diiris, tumis hingga harum--Masukkan saus tiram, saus cabai dan saus tomat.--Masukan udang. Tambahkan garam dan lada bubuk.--Masukan air matang, aduk rata. Tunggu hingga matang.--Sajikan.--"
Tekwan Kuah Udang,Untuk Tekwan :--1/4 ekor ikan tenggiri 🌸--2 butir putih telur 🌸--1 sdm kaldu bubuk 🌸--2 sdt garam 🌸--1 sdt gula (aku pakai brown sugar) 🌸--1 sdt lada 🌸--100 ml air dingin 🌸--20 ml minyak sayur 🌸--200 g tepung kanji 🌸--1 liter Air untuk merebus--2 sdm minyak sayur untuk rebusan--Untuk Kuah Tekwan :--1/2 kg Udang--10 butir bawang putih--10 buah Jamur kuping--Bahan Tambahan :--Bihun \ soun--Daun bawang--Sambal cair--,"Untuk membuat tekwan, rebus air dengan 2sdm minyak sayur tunggu hingga mendidih. Campur semua bahan 🌸 aduk rata. Bulat- bulatkan adonan lalu celupkan ke dalam air mendidih, tunggu hingga mengapung. Sisihkan.--Untuk Kuah tekwan, kupas udang pisahkan kulit dan kepala nya. Rebus kulit udang sebentar saja hingga mendidih.--Blender kepala udang dalam keadaan mentah, sisihkan.--Rebusan kulit udang tadi, buang kulitnya. Lalu, masukan blenderan kepala udang, udang potong dan tumisan bawang putih. Masak hingga 10 menit.--Tata dalam mangkuk. Bihun matang, tekwan, jamur. Lalu guyur kuah tekwan.--"
Sambal udang goreng,1/4 kg udang--2 buah jeruk nipis--Minyak goreng--Garam--Gula pasir--Penyedap rasa--Daun jeruk--Bumbu dihaluskan:--6 siung bawang merah--4 siung bawang putih--1 buah tomat--8 cabe merah (sesuai selera)--5 cabe rawit (sesuai selera)--,"Cuci udang bersih, lumuri dengan jeruk nipis--Panaskan minyak, goreng udang sebentar--Haluskan bumbu (saya lebih suka di uleg)--Panaskan minyak sedikit, tumis bumbu halus & daun jeruk. Tumis hingga harum.--Masukkan udang. Beri garam, penyedap rasa & 1 sdt gula pasir. Koreksi rasa nya. Tumis sampai bumbu meresap ke udang.--Angkat & sajikan.--"
Tumis buncis pakai udang,1/4 kg Buncis (iris serong)--4 bh bawang putih (geprek cincang)--Cabai merah keriting (sesuai selera)--10 bh udang (kupas)--1/2 sdt Kaldu jamur /royco--Sejumput gula pasir--secukupnya Garam--1 sdt kecap ikan--secukupnya Lada--150 ml air--,"Tumis bawang putih sampai harum, masukan udang, kecap ikan, tumis sampai kemerahan--Masukan buncisnya aduk, masukan kaldu jamur, lada, gula pasir, garam, aduk2, beri air...--Tumis sampai mendidih dan air menyusut... Cicipi rasa.... Jika buncis sudah empuk dan matang, siap disajikan. 👍--"
Udang saos padang,800 gr udang--secukupnya Jahe memarkan--secukupnya Lengkuas memarkan--3 sdm saos sambal--3 sdm saos tiram--1 buah tomat--secukupnya Air--secukupnya Minyak--Garam--Gula--Bumbu halus--6 siung bawang putih--8 siung bawang merah--6 buah cabai merah besar--10 buah cabai--secukupnya Merica--,"Haluskan bumbu, tumis di atas wajan dengan minyak secukupnya--Masukkan udang, tomat, dan air--Beri gula, garam, saos tiram dan sambal, aduk rata, kemudian tes rasanya--"
Udang Goreng Mentega,200 gr udang--1/2 buah bawang bombai--2 buah bawang putih--5 buah bawang merah--4 sdm mentega--1 sdt saus tiram--1 sdt saus pedas--1 sdt saus tomat--1 jumput garam--,"Bersihkan udang--Iris bawang merah, bawang putih dan bawang bombai menjadi bagian yang kecil dan tipis.--Siapkan wajan / teflon, nyalakan api kecil, kemudian masukan mentega hingga leleh dan panas.--Tumis bawang merah dan bawang putih sebentar saja sekitar 1 menit. Lalu masukan bawang bombai. Tumis lagi hingga harum.--Masukkan udang, garam, saus tiram, saus pedas dan saus tomat. Aduk hingga rata--Jika sudah matang, angkat dan sajikan :)--"
Udang pete balado,"250 gr udang ukuran sedang, kupas, buang kepala dan kulitnya--1 papan petai, buka, bersihkan dr kulitnya, potong mjd 2--4 siung bawang merah--3 siung bawang putih--2 butir kemiri--10 buah cabe merah keriting--Garam secukupnyag--secukupnya Gula pasir--1 ruas jari lengkuas, bersihkam, geprek--1 lembar daun salam--Minyak goreng--1 buah jeruk nipis, belah 2, peras ambil airnya--","Tuang perasan air jeruk nipis ke dalam udang yg sudah dibersihkan. Beri sedikir garam, Aduk2.diamkan sekitar 10menit. Sisihkan.--Tuang minyak sayur, goreng udang dengan api sedang, aduk2 sebentar sampai udang berubah warna kemerahan dan matang, tiriskan. Angkat.--Haluskan bawang putih, bawang merah, kemiri, cabe rawit merah. Sisihkan--Tumis bumbu halus, daun salam dan lengkuas dengan api kecil agar matng dan tidak cepat gosong.--Jika sudah tercium bau harum lalu masukan potongan2 petai yg sudah bersih, aduk2 sebentar, koreksi rasa, tambahkan garam dan gula secukupnya. Aduk kembali hingga rata--Masukan udang yg telah digoreng, aduk rata, angkat. Sajikan.--"
Bakso udang debm,500 gram udang--1 sdm tepung keto--1 butir putih telur--1 sdm minyak wijen (opsional)--3 biji bawang putih--Secukupnya garam--3 cube es batu--Secukupnya air es--,Campurkan smua bahan kecuali air es dalam food procesor.proses sampai bener2 halus--Panaskan air dalam panci.bulat2 kan adonan menggunakan sendok lalu rebus sampai matang.--Angkat dan rendam dalam air es untuk menghentikan proses pematangan.biar kenyel ga lembek--Selamat mencoba--
Udang Goreng Tepung,250 gr udang kupas--9 sdm tepung terigu--3 sdm tepung kanji--1/2 sdt merica bubuk--Bahan Perendam:--1 butir telur--1/2 sdt merica--1 siung bawang putih--1/2 sdm saos tiram--secukupnya Garam--,"Haluskan bawang, merica dan garam.--Kocok telur, campur dengan bumbu yang sudah dihaluskan ditambah saos tiram.--Masukkan udang ke kocokan telur.--Campur tepung terigu, kanji dan merica bubuk.--Ambil udang dan masukkan ke campuran tepung. Lalu celup lagi ke kocokan telur, ualngi masukkan ke tepung sambil ditekan telan dan dicubit-cubit.--Goreng udang di minyak yang sudah panas. Api sedang. Goreng hingga udang tercelup minyak semua. Biar irit minyak, saya memakai panci kecil. Jadinudang bisa tercelup minyak semua.--Sajikan..biasanya untuk mengoreksi rasa, saya goreng udangnya ato tepungnya sedikit dulu, bila kurang asin bisa ditambah garam di kocokan telur.--"
Udang Saus Telor Asin,"500 gr Udang, kupas & sisakan ekornya--2 sdt Air jeruk nipis--1/4 sdt Garam--1/4 sdt Merica--6 sdm Tepung Maizena--3 btr Kuning telur asin, haluskan--50 ml Air panas--1/4 sdt Kaldu bubuk, bisa diskip bila dirasa asinnya pas--3 bh Bawang putih, cincang halus--1/4 sdt Gula--1 btg Daun bawang iris halus--secukupnya Minyak goreng--2 sdm Margarin--","Lumuri udang dengan air jeruk nipis, garam dan merica bubuk. Diamkan sekitar 15 menit. Taburkan maizena dan balut sampai rata. Goreng udang dengan minyak yang banyak hingga matang dan tepung kering. Angkat. Sisihkan.--Larutkan kaldu bubuk dalam air panas. Sisihkan.--Panaskan margarin, tumis bawang putih hingga harum. Masukkan kuning telur asin, aduk rata.--Masukkan air kaldu dan gula pasir. Masak hingga mendidih. Masukkan daun bawang. Aduk rata sebentar. Masukkan udang goreng. Aduk cepat sampai udang terbalut rata. Matikan api. Angkat. Sajikan panas--"
Udang Goreng Saus Telur Asin,1/4 kg udang kupas--2 butir telur asin--1 bks tepung bumbu--2 bh jeruk nipis--2 bh bawang putih--1 bh daun bawang--1 bh cabai rawit--1 bh cabai besar--Kaldu bubuk (secukupnya)--Mentega--secukupnya Air--,"Cuci udang dengan air bersih lalu campurkan udang dengan 2 bh jeruk nipis lalu bilas dengan air lagi agar bau amisnya hilang--Goreng udang dengan baluran tepung bumbu hingga matang dan renyah lalu angkat dan tiriskan--Kupas 1 butir telur asin hancurkan, lalu tambahkan 1 butir telur asin lagi tetapi hanya kuningnya saja--Geprek lalu cincang 2 bh bawang putih, potong cabai miring ataupun sesuai selera, potong juga daun bawang--Panaskan mentega lalu tambahkan bawang putih, cabai rawit, cabai besar lalu tumis sampai wangi lalu tambahkan daun bawang--Tambahkan air secukupnya aduk lalu tambahkan juga telur asin yang sudah dihaluskan dan kaldu bubuk secukupnya (bisa juga ditambahkan sedikit gula jika mau tapi saya tidak pakai) tunggu sampai air meletup yang artinya matang--Masukkan udang yang sudah digoreng aduk sampai saus merata--Udang siap disajikan😊--"
Sambal jeki udang,3 ons jeki alias jengkol--4 ons udang--5 butir bwgmerh--2 siung bwg putih--1 ons cabe merh--1 buah tomat merah yg besar--secukupnya Minyk goreng--secukupnya Garam--secukupnya Gula--,"Rendam jengkol semalaman--Lalu cuci bersh,potong2,goreng tutup.--Udang kupas bersh lalu cuci bersh,lalu kash garam sdkit nperasin jeruk npis lalu goreng--Lalu tumis semua bumbu n cabe hingga mtng lalu masukan jeki n udang lalu tes rasa,--Angkat sajikan.--"
Udang goreng tepung sederhana,1/4 udang segar--tepung bumbu sasa--sedikit bubuk lada--sedikit garam--,"Cuci udang yang sudah di siangkan--Lumuri udang dengan tepung siap pakai, kemudian beri lada dan garam, diamkan selama 10 menit--Panaskan minyak lalu masukkan udangnya, dan goreng hingga kecoklatan. lalu siap di hidangkan di piring saji.--"
Siomay Ayam Udang,"150 gr ayam, blender--150 gr udang cincang kasar--1 btr telur--1 btr bawang putih, blender bersama ayam--1 bh wortel parut, sisihkan sedikit u/ taburan--1 btg daun bawang--1 sdm saus tiram--1 sdm minyak wijen--Garam--Merica--Kulit siomay--",Campur semua bahan aduk rata.--Oles minyak kulit siomay sblm diisi.--Beri taburan wortel lalu kukus (kukusan yg telah dipanaskan sebelumnya) 15 menit api sedang.--
Sambel Goreng Udang Tahu,250 gram udang windu lepaskan dari cangkangnya dan cuci bersih--1 buah Tahu potong dadu goreng setengah matang--1/2 siung bombay--2 siung bawang putih--3 siung bawang merah--1 buat tomat potong potong--3 buah cabai rawit--1 sdm saus tiram--1 sdm saus tomat--1 sdt lada bubuk--Secukupnya gula--Secukupnya garam--3 sdm kecap manis--1 buah santan kara--,"Haluskan bawang merah, bawang putih, cabai rawit tumis hingga harum. Masukkan udaang yang sudah bersih. Tumis hingga udang berwarna merah.--Masukkan air sedikit, tunggu hingga mendidih lalu masukkan tomat dan tahu yang sudah di goreng.--Tambahkan gula, lada, garam, says tiram, saus tomat dan kecap. Tumis aduk aduk hingga rata.--Masukkan santan dan--Diamkan sampai 10 menit dan siap disajikan--"
Udang Lombok Merah,"1/4 kg udang, buang bagian kepalanya--7 buah cabe merah besar--4 siung bawang putih--1 sdm garam (sesuai selera)--Minyak untuk menumis--50 ml air--","Bersihkan udang, buang bagian kepalanya saja.--Haluskan:cabe merah besar, bawang putih dan garam--Tumis bumbu yang sudah dihaluskan. Tambahkan sedikit air.--Masukkan udang hingga matang.--Sajikan bersama nasi hangat.--"
Tumis Labu Udang,1 buah labu siam--Udang Kupas--Daun salam--Royco/garam gula pasir--Saos tiram--Merica--secukupnya Air--Bumbu isi:--4 baw.merah--2 baw.putih--4 cabe merah--tomat boleh pake boleh engga--,"Tumis bumbu iris sampai harum--Masukkan udang kupas, masak sampai udang berubah warna--Masukkan labu siam yg sudah diparut/diiris halus, tambah sedikit air--Beri merica, royco dan saos tiram lalu masak sebentar lalu angkat, siap sajikan--"
Martabak telur udang,2 telur ayam--6 ekor udang (buang kulit lalu cincang halus)--4 lembar kulit lumpia--1/2 wortel (potong dadu)--1/4 Kol (iris tipis)--2 batang daun bawang (iris halus)--Bumbu halus:--2 bawang merah--4 bawang putih--1/2 sendok makan merica--Secukupnya garam--1/4 sendok makan royco--,Tumis bumbu halus hingga harum kemudian masukkan udang tumis hingga berubah warna--Masukkan daun bawang dan sayuran tumis hingga setengah matang--Jika sudah masukkan telur kemudian aduk kira kira selama 5 menit kemudian masukkan garam dan royco aduk rata dan icip rasa jika sudah angkat dan biarkan dingin--Jika sudah dingin tumisan dibungkus dengan kulit lumpia dan bisa direkatkan dengan putih telur agar tidak lepas saat digoreng--Goreng hingga kecoklatan dan siap disajikan--
